"キーCD","受注品番","サプライヤーコード","メーカー品番","メーカー名","商品の説明","メーカー品名","ブランド","シリーズ","規格コード","販売開始日","日本語表記"
"4901755415131","4901755415131","S110521770","006901927","HEIKO","生物由来の有機資源を原料としたバイオマス成分を25％含んだレジ袋です。中身が透けにくい黒色。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。東日本３０号／西日本４０号に準じた規格となりますが、サイズは若干異なりますのでご注意ください。●ハンガータイプ●表面エンボス加工あり●容量の目安：牛乳パック１Ｌ×４本【印字内容】この袋はサトウキビ由来のバイオマス成分を25％含んだレジ袋です。「ＣＯ２排出量削減」や「石油資源の節約」に貢献しています。","レジ袋 バイオハンドハイパー L ブラック",,,"4901755415131",,"MRO"
"4901755415148","4901755415148","S110521770","006901928","HEIKO","生物由来の有機資源を原料としたバイオマス成分を25％含んだレジ袋です。中身が透けにくい黒色。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。東日本４５号／西日本４５号に準じた規格となりますが、サイズは若干異なりますのでご注意ください。●ハンガータイプ●表面エンボス加工あり●容量の目安：ペットボトル飲料２Ｌ×３本【印字内容】この袋はサトウキビ由来のバイオマス成分を25％含んだレジ袋です。「ＣＯ２排出量削減」や「石油資源の節約」に貢献しています。","レジ袋 バイオハンドハイパー LL ブラック",,,"4901755415148",,"MRO"
"4901755415155","4901755415155","S110521770","006901930","HEIKO","生物由来の有機資源を原料としたバイオマス成分を25％含んだレジ袋です。中身が透けにくい紺色。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。東日本１２号／西日本３０号に準じた規格となりますが、サイズは若干異なりますのでご注意ください。●ハンガータイプ●表面エンボス加工あり●容量の目安：缶コーヒー１９０ｍｌ×６本【印字内容】この袋はサトウキビ由来のバイオマス成分を25％含んだレジ袋です。「ＣＯ２排出量削減」や「石油資源の節約」に貢献しています。","レジ袋 バイオハンドハイパー S ネイビー",,,"4901755415155",,"MRO"
"4901755415162","4901755415162","S110521770","006901931","HEIKO","生物由来の有機資源を原料としたバイオマス成分を25％含んだレジ袋です。中身が透けにくい紺色。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。東日本２０号／西日本３５号に準じた規格となりますが、サイズは若干異なりますのでご注意ください。●ハンガータイプ●表面エンボス加工あり●容量の目安：トイレットペーパー４ロール×１パック【印字内容】この袋はサトウキビ由来のバイオマス成分を25％含んだレジ袋です。「ＣＯ２排出量削減」や「石油資源の節約」に貢献しています。","レジ袋 バイオハンドハイパー M ネイビー",,,"4901755415162",,"MRO"
"4901755415179","4901755415179","S110521770","006901932","HEIKO","生物由来の有機資源を原料としたバイオマス成分を25％含んだレジ袋です。中身が透けにくい紺色。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。東日本３０号／西日本４０号に準じた規格となりますが、サイズは若干異なりますのでご注意ください。●ハンガータイプ●表面エンボス加工あり●容量の目安：牛乳パック１Ｌ×４本【印字内容】この袋はサトウキビ由来のバイオマス成分を25％含んだレジ袋です。「ＣＯ２排出量削減」や「石油資源の節約」に貢献しています。","レジ袋 バイオハンドハイパー L ネイビー",,,"4901755415179",,"MRO"
"4901755415186","4901755415186","S110521770","006901933","HEIKO","生物由来の有機資源を原料としたバイオマス成分を25％含んだレジ袋です。中身が透けにくい紺色。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。東日本４５号／西日本４５号に準じた規格となりますが、サイズは若干異なりますのでご注意ください。●ハンガータイプ●表面エンボス加工あり●容量の目安：ペットボトル飲料２Ｌ×３本【印字内容】この袋はサトウキビ由来のバイオマス成分を25％含んだレジ袋です。「ＣＯ２排出量削減」や「石油資源の節約」に貢献しています。","レジ袋 バイオハンドハイパー LL ネイビー",,,"4901755415186",,"MRO"
"4901755415193","4901755415193","S110521770","006901940","HEIKO","生物由来の有機資源を原料としたバイオマス成分を25％含んだレジ袋です。ゆったり、たっぷりのビッグサイズ。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。食品衛生法規格基準適合商品です。●表面エンボス加工あり【印字内容】この袋はサトウキビ由来のバイオマス成分を25％含んだレジ袋です。「ＣＯ２排出量削減」や「石油資源の節約」に貢献しています。","レジ袋 バイオビッグハンド 36-80 ナチュラル",,,"4901755415193",,"MRO"
"4901755415209","4901755415209","S110521770","006901941","HEIKO","生物由来の有機資源を原料としたバイオマス成分を25％含んだレジ袋です。ゆったり、たっぷりのビッグサイズ。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。食品衛生法規格基準適合商品です。●表面エンボス加工あり【印字内容】この袋はサトウキビ由来のバイオマス成分を25％含んだレジ袋です。「ＣＯ２排出量削減」や「石油資源の節約」に貢献しています。","レジ袋 バイオビッグハンド 40-60 ナチュラル",,,"4901755415209",,"MRO"
"4901627073520","4901627073520","S110521770","004513704","サンナップ","個包装タイプのマドラースプーンです｡                                                                                                                                                                                                                                                                ","マドラースプーン 単袋 MD-100PBK 黒",,,"4901627073520",,"MRO"
"4901755442717","4901755442717","S110521770","006729003","HEIKO","カマス貼りと呼ばれる平袋タイプのポリ袋で､主に焼菓子などの包装に使用されます｡耐湿性の高いフィルムでお菓子を保護｡脱酸素剤との併用で､鮮度保持が可能です｡ヒートシーラーによるシール留めが可能です｡開封用のVノッチ(切り込み)あり｡食品衛生法規格基準適合商品です｡※必ず実装試験を行ってからご利用ください｡●乾燥剤:使用可●脱酸素材:使用可","スウィートパック K 13.5×17",,,"4901755442717",,"MRO"
"4901755442809","4901755442809","S110521770","006729004","HEIKO","カマス貼りと呼ばれる平袋タイプのポリ袋で､主に焼菓子などの包装に使用されます｡耐湿性の高いフィルムでお菓子を保護｡脱酸素剤との併用で､鮮度保持が可能です｡ヒートシーラーによるシール留めが可能です｡開封用のVノッチ(切り込み)あり｡食品衛生法規格基準適合商品です｡※必ず実装試験を行ってからご利用ください｡●乾燥剤:使用可●脱酸素材:使用可","スウィートパック K 15×18 ",,,"4901755442809",,"MRO"
"4901755442816","4901755442816","S110521770","006729005","HEIKO","カマス貼りと呼ばれる平袋タイプのポリ袋で､主に焼菓子などの包装に使用されます｡耐湿性の高いフィルムでお菓子を保護｡脱酸素剤との併用で､鮮度保持が可能です｡ヒートシーラーによるシール留めが可能です｡開封用のVノッチ(切り込み)あり｡食品衛生法規格基準適合商品です｡※必ず実装試験を行ってからご利用ください｡●乾燥剤:使用可●脱酸素材:使用可","スウィートパック K 18×20 ",,,"4901755442816",,"MRO"
"4901755648904","4901755648904","S110521770","004200400","HEIKO","材質を段ボールからカード紙に変更することで価格を下げ､お買い求め頂きやすくなりました｡みそ汁やスープカップ､デザートカップなどのテイクアウト用に便利｡口径70mm｡中央のミシン目をカットして2個用としても使用できます｡※カップにより､適合しない場合がございます｡","Dカップホルダー 4ヶ用 ホワイト",,,"4901755648904",,"MRO"
"4967151002801","4967151002801","S110521770","004544025","エムテートリマツ","マヨネーズ､ケチャップ､生クリームなどに｡使い方いろいろ｡耐熱温度:90℃","ディスペンサー 3ッ穴 270cc ",,,"4967151002801",,"MRO"
"4967151002818","4967151002818","S110521770","004544026","エムテートリマツ","マヨネーズ､ケチャップ､生クリームなどに｡使い方いろいろ｡耐熱温度:90℃","ディスペンサー 3ッ穴 400cc ",,,"4967151002818",,"MRO"
"4967151002856","4967151002856","S110521770","004544027","エムテートリマツ","マヨネーズ､ケチャップ､生クリームなどに｡使い方いろいろ｡耐熱温度:90℃","ディスペンサー 720cc 赤",,,"4967151002856",,"MRO"
"4967151002863","4967151002863","S110521770","004544028","エムテートリマツ","マヨネーズ､ケチャップ､生クリームなどに｡使い方いろいろ｡耐熱温度:90℃","ディスペンサー 720cc 白",,,"4967151002863",,"MRO"
"4967151002870","4967151002870","S110521770","004544029","エムテートリマツ","マヨネーズ､ケチャップ､生クリームなどに｡使い方いろいろ｡耐熱温度:90℃","ディスペンサー 720cc 黄",,,"4967151002870",,"MRO"
"4967151622313","4967151622313","S110521770","004789933","エムテートリマツ","マヨネーズ､ケチャップ､生クリームなどに｡使い方いろいろ｡耐熱温度:90℃","ディスペンサー 270cc 赤",,,"4967151622313",,"MRO"
"4967151622320","4967151622320","S110521770","004789934","エムテートリマツ","マヨネーズ､ケチャップ､生クリームなどに｡使い方いろいろ｡耐熱温度:90℃","ディスペンサー 270cc 白",,,"4967151622320",,"MRO"
"4967151622337","4967151622337","S110521770","004789935","エムテートリマツ","液体はもちろん､粘体のソース､ケチャップ､ホームメイドのドレッシング等に最適な万能ドレッシングキーパーです｡","ディスペンサー 270cc 黄",,,"4967151622337",,"MRO"
"4967151623716","4967151623716","S110521770","004544030","エムテートリマツ","マヨネーズ､ケチャップ､生クリームなどに｡使い方いろいろ｡耐熱温度:90℃","ディスペンサー 400cc 赤",,,"4967151623716",,"MRO"
"4967151623723","4967151623723","S110521770","004544031","エムテートリマツ","やわらかい本体を軽く押すと適量のしょうゆ･ソースが注げます｡","ディスペンサー 400cc 白",,,"4967151623723",,"MRO"
"4967151623730","4967151623730","S110521770","004544032","エムテートリマツ","やわらかい本体を軽く押すと適量のしょうゆ･ソースが注げます｡","ディスペンサー 400cc 黄",,,"4967151623730",,"MRO"
"4967151853618","4967151853618","S110521770","004789930","エムテートリマツ","マヨネーズ､ケチャップ､生クリームなどに｡使い方いろいろ｡耐熱温度:90℃","ディスペンサー 320cc 赤",,,"4967151853618",,"MRO"
"4978446003014","4978446003014","S110521770","004623467","まるき","黒文字で作られた高級感のある楊枝です｡","楊枝 黒文字楊枝 6cm",,,"4978446003014",,"MRO"
"4978446005568","4978446005568","S110521770","004636843","まるき","角型で先端が斜めカットしており柔らかい食材など回転しにくく安定します｡","おでん串 13.5cm",,,"4978446005568",,"MRO"
"4978446005599","4978446005599","S110521770","004636846","まるき","角型で先端が斜めカットしており柔らかい食材など回転しにくく安定します｡","おでん串 21cm",,,"4978446005599",,"MRO"
"6300021161","6300021161","S115841770","6300021161","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ","中綿ヒーターベスト　ブラック　Ｓ",,,"4573456981644",,"MRO"
"6300021162","6300021162","S115841770","6300021162","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","中綿ヒーターベスト　ブラック　Ｍ",,,"4573456981651",,"MRO"
"6300021163","6300021163","S115841770","6300021163","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","中綿ヒーターベスト　ブラック　Ｌ",,,"4573456981668",,"MRO"
"6300021164","6300021164","S115841770","6300021164","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","中綿ヒーターベスト　ブラック　ＬＬ",,,"4573456981675",,"MRO"
"6300021165","6300021165","S115841770","6300021165","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","中綿ヒーターベスト　ブラック　３Ｌ",,,"4573456981682",,"MRO"
"6300021166","6300021166","S115841770","6300021166","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","中綿ヒーターベスト　ネイビー　Ｓ",,,"4573456981743",,"MRO"
"6300021167","6300021167","S115841770","6300021167","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","中綿ヒーターベスト　ネイビー　Ｍ",,,"4573456981750",,"MRO"
"6300021168","6300021168","S115841770","6300021168","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","中綿ヒーターベスト　ネイビー　Ｌ",,,"4573456981767",,"MRO"
"6300021169","6300021169","S115841770","6300021169","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","中綿ヒーターベスト　ネイビー　ＬＬ",,,"4573456981774",,"MRO"
"6300021170","6300021170","S115841770","6300021170","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","中綿ヒーターベスト　ネイビー　３Ｌ",,,"4573456981781",,"MRO"
"6300021171","6300021171","S115841770","6300021171","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","中綿ヒーターベスト　デニムブルー　Ｓ",,,"4573456981699",,"MRO"
"6300021172","6300021172","S115841770","6300021172","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","中綿ヒーターベスト　デニムブルー　Ｍ",,,"4573456981705",,"MRO"
"6300021173","6300021173","S115841770","6300021173","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","中綿ヒーターベスト　デニムブルー　Ｌ",,,"4573456981712",,"MRO"
"6300021174","6300021174","S115841770","6300021174","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","中綿ヒーターベスト　デニムブルー　ＬＬ",,,"4573456981729",,"MRO"
"6300021175","6300021175","S115841770","6300021175","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","中綿ヒーターベスト　デニムブルー　３Ｌ",,,"4573456981736",,"MRO"
"6300021176","6300021176","S115841770","6300021176","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","ヒーターベストフルフラン　ブラック　Ｍ",,,"4573456981484",,"MRO"
"6300021177","6300021177","S115841770","6300021177","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","ヒーターベストフルフラン　ブラック　Ｌ",,,"4573456981491",,"MRO"
"6300021178","6300021178","S115841770","6300021178","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","ヒーターベストフルフラン　ブラック　ＬＬ",,,"4573456981507",,"MRO"
"6300021179","6300021179","S115841770","6300021179","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","ヒーターベストフルフラン　ブラック　３Ｌ",,,"4573456981514",,"MRO"
"6300021180","6300021180","S115841770","6300021180","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","ヒーターベストフルフラン　ネイビー　Ｍ",,,"4573456981521",,"MRO"
"6300021181","6300021181","S115841770","6300021181","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","ヒーターベストフルフラン　ネイビー　Ｌ",,,"4573456981538",,"MRO"
"6300021182","6300021182","S115841770","6300021182","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","ヒーターベストフルフラン　ネイビー　ＬＬ",,,"4573456981545",,"MRO"
"6300021183","6300021183","S115841770","6300021183","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","ヒーターベストフルフラン　ネイビー　３Ｌ",,,"4573456981552",,"MRO"
"6300021184","6300021184","S115841770","6300021184","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","ヒーターベストフルフラン　グレーチェック　Ｍ",,,"4573456981569",,"MRO"
"6300021185","6300021185","S115841770","6300021185","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","ヒーターベストフルフラン　グレーチェック　Ｌ",,,"4573456981576",,"MRO"
"6300021186","6300021186","S115841770","6300021186","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","ヒーターベストフルフラン　グレーチェック　ＬＬ",,,"4573456981583",,"MRO"
"6300021187","6300021187","S115841770","6300021187","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","ヒーターベストフルフラン　グレーチェック　３Ｌ",,,"4573456981590",,"MRO"
"6300021188","6300021188","S115841770","6300021188","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","ヒーターベストフルフラン　ネイビーチェック　Ｍ",,,"4573456981606",,"MRO"
"6300021189","6300021189","S115841770","6300021189","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","ヒーターベストフルフラン　ネイビーチェック　Ｌ",,,"4573456981613",,"MRO"
"6300021190","6300021190","S115841770","6300021190","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","ヒーターベストフルフラン　ネイビーチェック　ＬＬ",,,"4573456981620",,"MRO"
"6300021191","6300021191","S115841770","6300021191","室谷","中綿ベストにヒーターが付いているので着込まなくても暖かいです。アウターとしてもスーツやジャケットのインナーとしても着こなせます。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","ヒーターベストフルフラン　ネイビーチェック　３Ｌ",,,"4573456981637",,"MRO"
"6300021192","6300021192","S115841770","6300021192","室谷","ブランケットにヒーターが付いているのでぽかぽかです。オフィスや自宅、アウトドアまでいつでも暖かです。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","ヒーターブランケット　ノルディックブルー",,,"4573456981811",,"MRO"
"6300021193","6300021193","S115841770","6300021193","室谷","ブランケットにヒーターが付いているのでぽかぽかです。オフィスや自宅、アウトドアまでいつでも暖かです。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","ヒーターブランケット　ノルディックピンク",,,"4573456981804",,"MRO"
"6300021194","6300021194","S115841770","6300021194","室谷","ブランケットにヒーターが付いているのでぽかぽかです。オフィスや自宅、アウトドアまでいつでも暖かです。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","ヒーターブランケット　チェック",,,"4573456981828",,"MRO"
"6300021195","6300021195","S115841770","6300021195","室谷","ブランケットにヒーターが付いているのでぽかぽかです。オフィスや自宅、アウトドアまでいつでも暖かです。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","ヒーターブランケット　ブルー",,,"4573456981798",,"MRO"
"6300021196","6300021196","S115841770","6300021196","室谷","ブランケットにヒーターが付いているのでぽかぽかです。オフィスや自宅、アウトドアまでいつでも暖かです。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","ヒーターブランケット　ピンクうさぎ",,,"4573456981842",,"MRO"
"6300021197","6300021197","S115841770","6300021197","室谷","ブランケットにヒーターが付いているのでぽかぽかです。オフィスや自宅、アウトドアまでいつでも暖かです。ヒーターが取り外せるのでお洗濯可能です。小さくたたんで持ち運びに便利です。","ヒーターブランケット　グレーうさぎ",,,"4573456981835",,"MRO"
